time;ID;sentrank;children;sentvn;vnincreased;sentDIO;generatedDAO;forwardedDAO;generatedNPDAO;forwardedNPDAO;ttlsent;receivedDIO;receivedDAO;ttlrcvd;forwardedData;total_energy;attack
688;19;513;0;94;0;2;1;0;0;0;3;2;2;4;0;98;1
688;11;1048;0;94;0;1;0;0;0;0;1;2;0;2;0;70;0
688;14;784;0;94;0;2;0;1;0;0;3;2;1;3;0;73;0
688;26;512;0;94;0;2;1;0;0;0;3;3;0;3;0;86;0
688;31;768;0;94;0;0;0;0;0;0;0;1;0;1;0;66;0
688;10;512;0;94;0;1;0;0;0;0;1;2;0;2;0;95;0
688;6;1049;0;94;0;1;0;0;0;0;1;0;0;0;0;63;0
688;22;772;0;94;0;2;0;0;0;0;2;1;0;1;0;92;0
688;20;1042;0;94;0;2;1;0;0;0;3;3;0;3;0;76;0
688;16;771;0;94;0;1;1;0;0;0;2;5;0;5;0;100;0
688;4;768;0;94;0;1;0;0;0;0;1;1;0;1;0;84;0
688;25;791;0;94;0;2;0;0;0;0;2;2;0;2;0;60;0
688;28;798;0;94;0;2;0;0;0;0;2;1;0;1;0;70;0
690;29;768;0;94;0;0;0;0;0;0;0;1;0;1;0;53;0
690;9;1051;0;94;0;0;0;0;0;0;0;1;0;1;0;60;0
690;12;777;0;94;0;2;1;0;0;0;3;0;0;0;0;106;0
690;3;1079;0;94;0;1;0;0;0;0;1;1;0;1;0;64;0
690;7;768;0;94;0;1;0;0;0;0;1;2;0;2;0;68;0
690;21;768;0;94;0;1;2;0;0;0;3;2;0;2;0;66;0
690;5;512;0;94;0;1;0;0;0;0;1;1;0;1;0;87;0
690;8;768;0;94;0;2;0;0;0;0;2;3;0;3;0;123;0
690;17;512;0;94;0;0;0;0;0;0;0;1;0;1;0;67;0
690;18;791;0;94;0;1;0;0;0;0;1;2;0;2;0;96;0
690;30;788;0;94;0;2;0;0;0;0;2;2;0;2;0;97;0
690;24;512;0;94;0;2;0;4;0;0;6;2;4;6;0;101;0
690;19;513;0;94;0;1;0;0;0;0;1;0;0;0;0;109;0
690;11;1048;0;94;0;0;0;0;0;0;0;1;0;1;0;65;0
690;14;778;0;94;0;2;1;0;0;0;3;2;0;2;0;117;0
690;26;512;0;94;0;1;0;0;0;0;1;2;0;2;0;82;0
690;31;768;0;94;0;1;1;0;0;0;2;1;0;1;0;77;0
690;10;512;0;94;0;1;0;1;0;0;2;1;1;2;0;96;0
690;6;1049;0;94;0;1;0;0;0;0;1;1;0;1;0;77;0
690;22;772;0;94;0;1;0;0;0;0;1;1;0;1;0;88;0
690;20;1040;0;94;0;1;0;0;0;0;1;0;0;0;0;85;0
690;16;771;0;94;0;0;0;0;0;0;0;2;0;2;0;60;0
690;4;787;0;94;0;2;0;0;0;0;2;2;0;2;0;91;0
690;25;786;0;94;0;1;0;0;0;0;1;0;0;0;0;80;0
690;28;795;0;94;0;1;0;0;0;0;1;0;0;0;0;55;0
692;29;768;0;94;0;1;0;0;0;0;1;2;0;2;0;81;0
692;9;1040;0;94;0;2;0;0;0;0;2;2;0;2;0;85;0
692;12;777;0;94;0;1;0;0;0;0;1;2;0;2;0;77;0
692;3;1079;0;94;0;1;0;0;0;0;1;0;0;0;0;54;0
692;7;768;0;94;0;2;0;0;0;0;2;2;0;2;0;79;0
692;21;768;0;94;0;1;0;0;0;0;1;0;0;0;0;69;0
692;5;512;0;94;0;0;0;0;0;0;0;2;0;2;0;81;0
692;8;768;0;94;0;1;0;0;0;0;1;1;0;1;0;79;0
692;17;512;0;94;0;1;0;0;0;0;1;1;0;1;0;66;0
692;18;791;0;94;0;1;0;0;0;0;1;3;0;3;0;77;0
692;30;786;0;94;0;1;0;0;0;0;1;1;0;1;0;71;0
692;24;512;0;94;0;1;0;1;0;0;2;0;1;1;0;81;0
692;19;513;0;94;0;1;0;0;0;0;1;1;0;1;0;74;0
692;11;1047;0;94;0;1;0;0;0;0;1;0;0;0;0;57;0
692;14;778;0;94;0;0;0;0;0;0;0;2;0;2;0;60;0
692;26;512;0;94;0;1;0;0;0;0;1;0;0;0;0;102;0
692;31;768;0;94;0;1;0;0;0;0;1;0;0;0;0;66;0
692;10;512;0;94;0;2;0;0;0;0;2;2;0;2;0;68;0
692;6;1061;0;94;0;1;0;0;0;0;1;1;0;1;0;50;0
692;22;772;0;94;0;1;0;0;0;0;1;1;0;1;0;85;0
692;20;1040;0;94;0;1;0;0;0;0;1;0;0;0;0;64;0
692;16;771;0;94;0;1;1;0;0;0;2;2;0;2;0;74;0
692;4;787;0;94;0;1;0;0;0;0;1;3;0;3;0;81;0
692;25;786;0;94;0;2;0;0;0;0;2;1;0;1;0;70;0
692;28;795;0;94;0;0;0;0;0;0;0;1;0;1;0;62;0
694;29;1039;0;94;0;3;1;2;1;1;8;3;3;6;0;102;0
694;9;1040;0;94;0;1;0;0;0;0;1;0;0;0;0;56;0
694;12;775;0;94;0;1;0;3;0;1;5;7;7;14;0;141;0
694;3;1079;0;94;0;1;1;0;0;0;2;3;0;3;0;65;0
694;7;768;0;94;0;0;0;0;0;0;0;4;0;4;0;67;0
694;21;768;0;94;0;1;0;0;0;0;1;2;0;2;0;101;0
694;5;512;0;94;0;1;0;0;0;0;1;2;0;2;0;107;0
694;8;768;0;94;0;2;0;0;0;0;2;0;0;0;0;66;0
694;17;512;0;94;0;1;0;1;0;0;2;5;1;6;0;97;0
694;18;784;0;94;0;2;0;1;0;0;3;7;1;8;0;115;0
694;30;786;0;94;0;1;0;0;0;0;1;1;0;1;0;64;0
694;24;512;0;94;0;1;0;2;0;0;3;0;2;2;0;67;0
694;19;512;0;94;0;1;0;1;0;0;2;4;1;5;0;88;0
694;11;1047;0;94;0;1;0;0;0;0;1;1;0;1;0;71;0
694;14;778;0;94;0;1;1;1;0;0;3;1;1;2;0;109;0
694;26;1295;0;91;3;5;3;0;3;1;12;3;1;4;0;159;1
694;31;768;0;94;0;1;0;0;0;0;1;1;0;1;0;78;0
694;10;512;0;94;0;1;0;4;0;1;6;5;5;10;0;105;0
694;6;1061;0;94;0;0;1;0;0;0;1;1;0;1;0;66;0
694;22;769;0;94;0;1;0;0;0;0;1;2;0;2;0;69;0
694;20;1040;0;94;0;1;1;0;0;0;2;2;0;2;0;85;0
694;16;768;0;94;0;1;0;0;0;0;1;2;0;2;0;85;0
694;4;787;0;94;0;1;0;1;0;0;2;1;1;2;0;87;0
694;25;786;0;94;0;0;1;0;0;0;1;1;0;1;0;62;0
694;28;786;0;94;0;2;0;0;0;0;2;0;0;0;0;66;0
696;29;1137;0;94;0;16;9;3;8;4;40;27;11;38;0;400;0
696;9;1032;0;94;0;1;1;0;0;0;2;2;0;2;0;76;0
696;12;785;0;94;0;9;2;3;2;4;20;43;9;52;0;272;0
696;3;1054;0;94;0;1;3;0;0;0;4;24;0;24;0;143;0
696;7;811;0;94;0;10;4;3;0;3;20;24;6;30;0;222;0
696;21;768;0;94;0;1;0;0;0;0;1;1;0;1;0;76;0
696;5;512;0;94;0;1;4;0;0;0;5;9;0;9;0;105;0
696;8;768;0;94;0;0;4;0;0;0;4;12;0;12;0;110;0
696;17;525;0;94;0;8;2;4;1;1;16;23;5;28;0;163;0
696;18;845;0;94;0;7;6;8;0;3;24;44;12;56;0;325;0
696;30;786;0;94;0;0;6;0;0;0;6;14;0;14;0;149;0
696;24;512;0;94;0;2;4;2;0;0;8;5;2;7;0;145;0
696;19;512;0;94;0;9;2;24;0;6;41;35;31;66;0;246;0
696;11;1044;0;94;0;2;0;0;0;0;2;0;0;0;0;78;0
696;14;819;0;94;0;2;0;1;0;0;3;0;1;1;0;127;0
696;26;1041;0;93;18;19;16;4;24;0;63;44;9;53;0;490;1
696;31;768;0;94;0;0;1;0;0;0;1;2;0;2;0;74;0
696;10;512;0;94;0;8;2;19;1;8;38;28;29;57;0;218;0
696;6;1053;0;94;0;2;0;0;0;0;2;0;0;0;0;62;0
696;22;769;0;94;0;1;0;0;0;0;1;5;0;5;0;76;0
696;20;1034;0;94;0;1;0;0;0;0;1;0;0;0;0;61;0
696;16;768;0;94;0;0;0;0;0;0;0;1;0;1;0;62;0
696;4;864;0;94;0;1;3;0;0;0;4;12;0;12;0;123;0
696;25;828;0;94;0;2;2;0;0;0;4;9;0;9;0;106;0
696;28;786;0;94;0;1;0;0;0;0;1;1;0;1;0;53;0
698;29;1169;0;94;0;15;12;0;7;0;34;40;2;42;0;403;0
698;9;1032;0;94;0;1;0;0;0;0;1;2;0;2;0;87;0
698;12;869;0;94;0;11;7;1;1;2;22;52;5;57;0;308;0
698;3;1106;0;94;0;1;7;0;0;0;8;25;0;25;0;159;0
698;7;1099;0;94;0;12;7;2;3;1;25;28;5;33;0;325;0
698;21;768;0;94;0;1;0;0;0;0;1;0;0;0;0;64;0
698;5;537;0;94;0;1;6;0;0;0;7;15;0;15;0;190;0
698;8;812;0;94;0;3;6;1;0;0;10;16;1;17;0;169;0
698;17;512;0;94;0;11;6;18;0;4;39;31;22;53;0;220;0
698;30;826;0;94;0;4;6;3;1;0;14;12;3;15;0;246;0
698;18;837;0;94;0;11;7;10;2;2;32;44;17;61;0;385;0
698;24;537;0;94;0;1;6;1;0;0;8;7;1;8;0;139;0
698;19;518;0;94;0;11;6;21;2;6;46;46;29;75;0;268;0
698;11;1044;0;94;0;1;0;0;0;0;1;0;0;0;0;61;0
698;14;819;0;94;0;1;0;1;0;0;2;2;1;3;0;90;0
698;26;777;0;93;18;21;13;9;29;2;74;62;15;77;0;566;1
698;31;768;0;94;0;2;0;0;0;0;2;0;0;0;0;72;0
698;10;516;0;94;0;11;6;31;1;4;53;39;41;80;0;270;0
698;6;1146;0;94;0;4;3;0;1;0;8;3;0;3;0;160;0
698;22;768;0;94;0;1;0;0;0;0;1;11;0;11;0;140;0
698;20;1034;0;94;0;2;1;0;0;0;3;3;0;3;0;124;0
698;16;793;0;94;0;2;1;0;0;0;3;4;0;4;0;150;0
698;4;835;0;94;0;1;4;0;0;1;6;21;1;22;0;132;0
698;25;911;0;94;0;1;7;0;0;0;8;18;0;18;0;181;0
698;28;786;0;94;0;1;0;0;0;0;1;1;0;1;0;131;0
700;29;1157;0;94;0;17;11;0;8;0;36;42;3;45;0;512;0
700;9;1032;0;94;0;1;0;0;0;0;1;7;0;7;0;67;0
700;12;793;0;94;0;13;8;15;2;4;42;56;27;83;0;610;0
700;3;1295;0;94;0;5;11;0;1;0;17;35;0;35;0;304;0
700;7;1196;0;94;0;14;7;0;7;0;28;30;0;30;0;369;0
700;21;768;0;94;0;1;0;0;0;0;1;2;0;2;0;96;0
700;5;537;0;94;0;0;7;3;0;1;11;15;4;19;0;156;0
700;8;1123;0;94;0;5;8;2;1;2;18;22;5;27;0;330;0
700;17;566;0;94;0;13;6;10;1;5;35;37;20;57;0;328;0
700;18;967;0;94;0;15;11;3;4;2;35;47;6;53;0;475;0
700;30;1056;0;94;0;6;6;3;1;1;17;18;4;22;0;286;0
700;24;516;0;94;0;1;7;3;0;1;12;12;4;16;0;163;0
700;19;512;0;94;0;12;6;27;4;5;54;51;37;88;0;348;0
700;11;1132;0;94;0;5;3;0;1;0;9;6;0;6;0;165;0
700;14;819;0;94;0;0;0;0;0;0;0;8;0;8;0;78;0
700;26;768;0;93;16;20;13;9;24;5;71;56;19;75;0;642;1
700;31;768;0;94;0;1;0;3;0;0;4;10;5;15;0;208;0
700;10;512;0;94;0;12;6;36;1;8;63;41;45;86;0;373;0
700;6;1339;0;94;0;4;4;0;1;0;9;6;0;6;0;120;0
700;22;768;0;94;0;1;0;3;0;1;5;10;4;14;0;163;0
700;20;1100;0;94;0;1;0;0;0;0;1;7;0;7;0;152;0
700;16;1026;0;94;0;6;1;1;2;1;11;5;2;7;0;225;0
700;4;928;0;94;0;5;7;1;2;0;15;31;1;32;0;307;0
700;25;979;0;94;0;5;10;0;0;0;15;20;0;20;0;278;0
700;28;966;0;94;0;1;0;0;0;0;1;0;0;0;0;112;0
702;29;1077;0;94;0;11;8;0;4;0;23;38;1;39;0;334;0
702;9;1054;0;94;0;2;0;0;0;0;2;4;0;4;0;95;0
702;12;893;0;94;0;12;7;16;3;4;42;49;24;73;0;486;0
702;3;1340;0;94;0;2;8;0;0;0;10;29;0;29;0;219;0
702;7;1176;0;94;0;16;13;0;6;0;35;27;1;28;0;491;0
702;21;836;0;94;0;2;0;1;0;0;3;6;1;7;0;138;0
702;5;541;0;94;0;2;8;0;2;1;13;19;2;21;0;222;0
702;8;1154;0;94;0;5;1;0;1;1;8;16;1;17;0;166;0
702;17;547;0;94;0;11;6;13;4;4;38;30;20;50;0;278;0
702;18;949;0;94;0;17;13;1;11;1;43;38;10;48;0;556;0
702;30;1158;0;94;0;3;2;2;1;0;8;22;2;24;0;197;0
702;24;516;0;94;0;0;7;3;0;0;10;10;3;13;0;174;0
702;19;538;0;94;0;10;7;33;2;13;65;43;49;92;0;344;0
702;11;1102;0;94;0;2;0;0;0;0;2;2;0;2;0;94;0
702;14;804;0;94;0;1;0;1;0;0;2;3;3;6;0;154;0
702;31;880;0;94;0;2;0;1;0;0;3;2;1;3;0;113;0
702;10;548;0;94;0;10;7;21;2;5;45;33;27;60;0;350;0
702;26;512;0;93;15;19;15;11;28;6;79;53;22;75;0;601;1
702;6;1453;0;94;0;8;3;0;1;0;12;6;0;6;0;184;0
702;22;1041;0;94;0;6;7;4;3;0;20;10;5;15;0;396;0
702;20;1097;0;94;0;1;0;0;0;0;1;6;0;6;0;67;0
702;16;1025;0;94;0;2;1;0;0;0;3;4;0;4;0;79;0
702;4;985;0;94;0;4;5;0;2;1;12;33;1;34;0;307;0
702;25;970;0;94;0;2;8;0;0;0;10;21;0;21;0;191;0
702;28;966;0;94;0;2;0;0;0;0;2;6;0;6;0;81;0
704;29;1195;0;94;0;13;6;2;6;2;29;30;11;41;0;387;0
704;9;1054;0;94;0;0;0;0;0;0;0;4;0;4;0;54;0
704;12;791;0;94;0;5;3;10;2;3;23;44;14;58;0;224;0
704;3;1214;0;94;0;2;5;0;0;0;7;20;0;20;0;156;0
704;7;1084;0;94;0;12;4;0;2;0;18;28;4;32;0;269;0
704;21;848;0;94;0;1;0;1;0;0;2;3;3;6;0;96;0
704;5;541;0;94;0;0;3;0;0;0;3;10;0;10;0;85;0
704;8;1154;0;94;0;6;0;0;0;0;6;14;0;14;0;133;0
704;17;554;0;94;0;5;3;3;2;0;13;32;3;35;0;165;0
704;18;910;0;94;0;11;6;7;3;5;32;35;15;50;0;451;0
704;30;901;0;94;0;5;3;5;1;0;14;12;5;17;0;203;0
704;24;515;0;94;0;1;3;1;0;0;5;5;1;6;0;95;0
704;19;512;0;94;0;6;3;34;2;11;56;39;48;87;0;215;0
704;11;1145;0;94;0;3;0;0;0;0;3;1;0;1;0;84;0
704;14;804;0;94;0;2;0;0;0;0;2;6;0;6;0;79;0
704;26;1451;0;93;17;19;16;1;26;1;63;33;7;40;0;516;1
704;31;880;0;94;0;0;0;0;0;0;0;4;0;4;0;57;0
704;10;516;0;94;0;7;3;11;3;2;26;38;16;54;0;200;0
704;6;1393;0;94;0;1;5;0;0;0;6;6;0;6;0;113;0
704;22;1063;0;94;0;4;0;1;1;1;7;8;2;10;0;131;0
704;20;1097;0;94;0;1;0;0;0;0;1;5;0;5;0;77;0
704;16;1136;0;94;0;2;0;0;0;0;2;5;0;5;0;81;0
704;4;944;0;94;0;4;2;0;0;0;6;17;0;17;0;117;0
704;25;886;0;94;0;4;5;0;0;0;9;18;0;18;0;165;0
704;28;950;0;94;0;1;0;0;0;0;1;3;0;3;0;88;0
706;29;1145;0;94;0;12;7;1;3;1;24;29;4;33;0;238;0
706;9;1082;0;94;0;2;0;0;0;0;2;0;0;0;0;115;0
706;12;894;0;94;0;11;7;7;1;0;26;44;11;55;0;370;0
706;3;1182;0;94;0;1;7;0;0;0;8;20;0;20;0;131;0
706;7;1030;0;94;0;9;6;0;0;0;15;22;2;24;0;243;0
706;21;848;0;94;0;1;0;0;0;0;1;2;0;2;0;57;0
706;5;594;0;94;0;1;7;0;0;0;8;15;0;15;0;122;0
706;8;1154;0;94;0;1;0;0;0;0;1;19;0;19;0;106;0
706;17;520;0;94;0;11;6;11;0;3;31;33;15;48;0;218;0
706;18;888;0;94;0;9;7;6;1;2;25;41;10;51;0;319;0
706;30;906;0;94;0;2;5;1;0;0;8;15;1;16;0;174;0
706;24;512;0;94;0;1;6;2;0;0;9;6;2;8;0;85;0
706;19;512;0;94;0;10;6;34;1;4;55;43;42;85;0;269;0
706;11;1145;0;94;0;1;0;0;0;0;1;0;0;0;0;91;0
706;14;836;0;94;0;2;1;1;0;0;4;3;1;4;0;150;0
706;26;771;0;93;14;19;11;1;25;0;56;47;3;50;0;478;1
706;31;868;0;94;0;1;0;0;0;0;1;1;0;1;0;79;0
706;10;515;0;94;0;11;6;17;1;1;36;40;20;60;0;258;0
706;6;1183;0;94;0;3;1;0;0;0;4;2;0;2;0;123;0
706;22;1059;0;94;0;2;0;0;0;0;2;10;0;10;0;89;0
706;20;1100;0;94;0;1;1;0;0;0;2;4;0;4;0;128;0
706;16;1136;0;94;0;1;0;0;0;0;1;1;0;1;0;87;0
706;4;848;0;94;0;2;9;0;0;0;11;25;0;25;0;202;0
706;25;951;0;94;0;2;10;0;0;0;12;16;0;16;0;189;0
706;28;950;0;94;0;0;0;0;0;0;0;1;0;1;0;51;0
708;29;1243;0;94;0;15;14;0;11;0;40;27;5;32;0;469;0
708;9;1121;0;94;0;1;0;0;0;0;1;2;0;2;0;72;0
708;12;838;0;94;0;8;5;7;0;0;20;41;9;50;0;259;0
708;3;1093;0;94;0;2;7;0;0;0;9;25;0;25;0;171;0
708;7;958;0;94;0;7;3;1;0;1;12;22;5;27;0;208;0
708;21;832;0;94;0;1;0;0;0;0;1;3;0;3;0;85;0
708;5;563;0;94;0;1;6;6;0;0;13;17;6;23;0;150;0
708;8;1239;0;94;0;2;1;0;0;0;3;8;0;8;0;138;0
708;17;512;0;94;0;11;5;15;1;4;36;28;19;47;0;242;0
708;18;825;0;94;0;5;5;7;1;6;24;38;13;51;0;321;0
708;30;1110;0;94;0;1;3;1;0;0;5;11;1;12;0;141;0
708;24;548;0;94;0;1;5;1;0;1;8;9;2;11;0;159;0
708;19;512;0;94;0;8;5;33;0;10;56;39;45;84;0;257;0
708;11;1259;0;94;0;2;3;0;0;0;5;5;0;5;0;93;0
708;14;829;0;94;0;1;0;1;0;0;2;1;1;2;0;72;0
708;26;768;0;93;17;20;13;9;25;4;71;44;16;60;0;551;1
708;31;886;0;94;0;5;1;5;1;0;12;2;5;7;0;152;0
708;10;529;0;94;0;8;5;9;1;3;26;31;13;44;0;229;0
708;6;1411;0;94;0;1;1;0;0;0;2;1;0;1;0;85;0
708;22;1059;0;94;0;0;0;0;0;0;0;9;0;9;0;118;0
708;20;1100;0;94;0;2;0;0;0;0;2;0;0;0;0;67;0
708;16;1136;0;94;0;2;2;0;0;0;4;6;0;6;0;100;0
708;4;879;0;94;0;1;7;0;0;0;8;17;0;17;0;176;0
708;25;949;0;94;0;2;5;0;0;0;7;10;0;10;0;165;0
708;28;950;0;94;0;2;0;0;0;0;2;1;0;1;0;111;0
710;29;1145;0;94;0;13;13;0;9;0;35;26;6;32;0;403;0
710;9;1121;0;94;0;1;0;0;0;0;1;2;0;2;0;101;0
710;12;853;0;94;0;8;5;5;0;0;18;43;6;49;0;282;0
710;3;1103;0;94;0;1;5;0;0;0;6;21;0;21;0;117;0
710;7;941;0;94;0;8;6;0;1;0;15;24;3;27;0;217;0
710;21;832;0;94;0;0;0;0;0;0;0;4;0;4;0;85;0
710;5;514;0;94;0;2;7;3;0;0;12;17;3;20;0;145;0
710;8;1239;0;94;0;3;0;0;0;0;3;12;0;12;0;106;0
710;17;537;0;94;0;9;5;10;1;4;29;33;14;47;0;207;0
710;18;796;0;94;0;9;7;4;0;3;23;42;11;53;0;343;0
710;30;947;0;94;0;2;4;1;0;0;7;14;1;15;0;135;0
710;24;550;0;94;0;1;7;0;1;0;9;8;0;8;0;101;0
710;19;525;0;94;0;9;6;31;0;5;51;44;40;84;0;269;0
710;11;1232;0;94;0;1;1;0;0;0;2;1;0;1;0;64;0
710;14;829;0;94;0;0;0;0;0;0;0;1;0;1;0;58;0
710;26;781;0;93;17;19;15;11;26;2;73;50;17;67;0;487;1
710;31;878;0;94;0;2;0;3;0;0;5;1;3;4;0;99;0
710;10;529;0;94;0;8;7;14;1;1;31;33;17;50;0;193;0
710;6;1425;0;94;0;2;1;0;0;0;3;2;0;2;0;76;0
710;22;1081;0;94;0;2;0;0;0;0;2;8;0;8;0;77;0
710;20;1096;0;94;0;1;0;0;0;0;1;3;0;3;0;70;0
710;16;1134;0;94;0;1;2;0;0;0;3;1;0;1;0;103;0
710;4;877;0;94;0;2;5;0;0;0;7;20;0;20;0;153;0
710;25;1060;0;94;0;1;6;0;0;0;7;12;0;12;0;104;0
710;28;950;0;94;0;0;0;0;0;0;0;2;0;2;0;56;0
712;29;893;0;94;0;6;5;0;0;0;11;16;0;16;0;156;0
712;9;1147;0;94;0;1;1;0;0;0;2;2;0;2;0;69;0
712;12;825;0;94;0;7;3;4;0;0;14;19;4;23;0;145;0
712;3;1185;0;94;0;2;4;0;0;0;6;12;0;12;0;117;0
712;7;893;0;94;0;6;4;0;0;0;10;12;0;12;0;137;0
712;21;832;0;94;0;1;0;1;0;0;2;2;1;3;0;91;0
712;5;512;0;94;0;1;4;2;0;0;7;9;2;11;0;90;0
712;8;1239;0;94;0;1;0;0;0;0;1;10;0;10;0;81;0
712;17;523;0;94;0;6;3;1;1;1;12;16;2;18;0;135;0
712;18;810;0;94;0;6;3;0;1;0;10;20;0;20;0;141;0
712;30;872;0;94;0;1;4;0;0;0;5;11;0;11;0;100;0
712;24;521;0;94;0;2;3;2;0;0;7;5;2;7;0;103;0
712;19;531;0;94;0;4;3;19;1;1;28;23;21;44;0;151;0
712;11;1180;0;94;0;2;1;0;0;0;3;2;0;2;0;130;0
712;14;825;0;94;0;2;0;1;0;0;3;2;1;3;0;135;0
712;26;512;0;94;1;7;3;5;1;0;16;33;5;38;0;163;0
712;31;803;0;94;0;2;0;2;0;0;4;0;2;2;0;97;0
712;10;513;0;94;0;6;3;8;1;0;18;18;8;26;0;135;0
712;6;1250;0;94;0;1;0;0;0;0;1;4;0;4;0;70;0
712;22;1081;0;94;0;1;1;0;0;0;2;7;0;7;0;89;0
712;20;1088;0;94;0;1;0;0;0;0;1;1;0;1;0;74;0
712;16;1068;0;94;0;1;1;0;0;0;2;3;0;3;0;95;0
712;4;912;0;94;0;6;5;0;1;0;12;12;0;12;0;197;0
712;25;926;0;94;0;2;4;0;0;0;6;9;0;9;0;108;0
712;28;914;0;94;0;1;0;0;0;0;1;0;0;0;0;57;0
714;29;880;0;94;0;1;1;0;0;0;2;5;0;5;0;78;0
714;9;1142;0;94;0;1;0;0;0;0;1;4;0;4;0;54;0
714;12;804;0;94;0;2;1;1;0;0;4;5;1;6;0;88;0
714;3;1153;0;94;0;2;1;0;0;0;3;2;0;2;0;80;0
714;7;893;0;94;0;2;0;0;0;0;2;3;0;3;0;72;0
714;21;845;0;94;0;1;0;0;0;0;1;3;0;3;0;67;0
714;5;512;0;94;0;0;1;0;0;0;1;3;0;3;0;59;0
714;8;1210;0;94;0;1;0;0;0;0;1;3;0;3;0;78;0
714;17;547;0;94;0;1;1;0;0;0;2;5;0;5;0;82;0
714;18;794;0;94;0;2;1;0;0;0;3;4;0;4;0;77;0
714;30;896;0;94;0;2;0;0;0;0;2;2;0;2;0;104;0
714;24;517;0;94;0;1;1;1;0;0;3;4;1;5;0;73;0
714;19;515;0;94;0;2;1;4;0;0;7;4;4;8;0;115;0
714;11;1180;0;94;0;2;0;0;0;0;2;1;0;1;0;62;0
714;14;820;0;94;0;1;0;1;0;0;2;1;1;2;0;68;0
714;26;512;0;94;0;2;1;1;0;0;4;4;1;5;0;99;0
714;31;803;0;94;0;2;0;0;0;0;2;1;0;1;0;66;0
714;10;512;0;94;0;2;1;0;0;0;3;4;0;4;0;100;0
714;6;1240;0;94;0;1;0;0;0;0;1;0;0;0;0;63;0
714;22;1128;0;94;0;1;0;0;0;0;1;1;0;1;0;103;0
714;20;1106;0;94;0;1;1;0;0;0;2;1;0;1;0;59;0
714;16;1068;0;94;0;3;0;0;0;0;3;5;0;5;0;109;0
714;4;886;0;94;0;1;1;0;0;0;2;4;0;4;0;81;0
714;25;913;0;94;0;2;0;0;0;0;2;1;0;1;0;87;0
714;28;914;0;94;0;2;0;0;0;0;2;1;0;1;0;108;0
716;29;858;0;94;0;2;0;0;0;0;2;1;0;1;0;62;0
716;9;1119;0;94;0;1;0;0;0;0;1;2;0;2;0;59;0
716;12;800;0;94;0;1;2;0;0;0;3;4;0;4;0;93;0
716;3;1124;0;94;0;1;0;0;0;0;1;1;0;1;0;51;0
716;7;879;0;94;0;1;1;0;0;0;2;2;0;2;0;65;0
716;21;845;0;94;0;1;0;0;0;1;2;2;1;3;0;70;0
716;5;512;0;94;0;1;0;4;0;0;5;5;4;9;0;140;0
716;8;1210;0;94;0;2;0;0;0;0;2;3;0;3;0;69;0
716;17;539;0;94;0;2;0;0;0;0;2;5;0;5;0;94;0
716;18;794;0;94;0;0;1;0;0;0;1;5;0;5;0;72;1
716;30;896;0;94;0;0;1;0;0;0;1;6;0;6;0;59;0
716;24;516;0;94;0;1;0;0;0;1;2;0;1;1;0;79;0
716;19;512;0;94;0;2;0;5;0;0;7;1;5;6;0;100;0
716;11;1159;0;94;0;1;1;0;0;0;2;1;0;1;0;54;0
716;14;820;0;94;0;1;0;0;0;0;1;0;0;0;0;67;0
716;26;512;0;94;0;1;0;0;0;0;1;5;0;5;0;90;0
716;31;796;0;94;0;1;0;3;0;0;4;1;3;4;0;87;0
716;10;512;0;94;0;2;0;3;0;0;5;1;3;4;0;93;0
716;6;1240;0;94;0;1;0;0;0;0;1;1;0;1;0;51;0
716;22;956;0;94;0;3;1;0;1;0;5;1;0;1;0;95;0
716;20;1106;0;94;0;1;0;0;0;0;1;1;0;1;0;68;0
716;16;1052;0;94;0;1;2;0;0;0;3;1;0;1;0;76;0
716;4;868;0;94;0;2;1;0;0;0;3;3;0;3;0;77;0
716;25;887;0;94;0;1;2;0;0;0;3;3;0;3;0;87;0
716;28;914;0;94;0;0;0;0;0;0;0;2;0;2;0;66;0
718;29;849;0;94;0;3;1;0;0;0;4;2;0;2;0;82;0
718;9;1110;0;94;0;1;0;0;0;0;1;0;0;0;0;99;0
718;12;796;0;94;0;2;0;1;0;0;3;6;1;7;0;94;0
718;3;1142;0;94;0;1;1;0;0;0;2;4;0;4;0;88;0
718;7;867;0;94;0;1;1;0;0;0;2;8;0;8;0;77;0
718;21;831;0;94;0;1;0;0;1;0;2;2;0;2;0;88;0
718;5;512;0;94;0;1;0;0;0;0;1;4;0;4;0;92;0
718;8;1002;0;94;0;5;2;0;1;0;8;5;0;5;0;120;0
718;17;536;0;94;0;2;0;0;0;0;2;11;0;11;0;89;0
718;18;65535;0;94;0;1;1;0;0;0;2;9;0;9;0;93;1
718;30;847;0;94;0;3;1;1;0;0;5;12;1;13;0;85;0
718;24;512;0;94;0;1;0;0;2;1;4;1;3;4;0;129;0
718;19;512;0;94;0;2;0;5;0;0;7;8;5;13;0;93;0
718;11;1159;0;94;0;0;0;0;0;0;0;0;0;0;0;75;0
718;14;809;0;94;0;1;0;0;1;1;3;4;1;5;0;108;0
718;26;512;0;94;0;2;0;1;0;0;3;6;1;7;0;90;0
718;31;788;0;94;0;1;0;0;0;0;1;1;0;1;0;116;0
718;10;512;0;94;0;2;0;3;0;0;5;7;3;10;0;113;0
718;6;1151;0;94;0;2;1;0;0;0;3;7;0;7;0;99;0
